id,state,district,city,lat,lon,street_name,road_type,time_of_day,day_of_week,crime_rate,lighting_level,crowd_density,cctv_count,distance_to_police_m,recent_reports,population_density_per_km2,safety_score,is_safe
7303,Maharashtra,Kolhapur,Kolhapur,16.743295,74.309916,MG Road 900,Residential,Morning,Friday,0.286,0.606,0.608,1,1110,0,5574,57.68,medium
7304,Maharashtra,Kolhapur,Kolhapur,16.640955,74.264066,Market Road 129,Market Street,Afternoon,Tuesday,0.0,0.958,0.896,4,584,0,6777,88.95,safe
7305,Maharashtra,Kolhapur,Kolhapur,16.618935,74.308896,Industrial Area 626,Market Street,Evening,Thursday,0.114,0.627,0.933,5,197,1,5363,71.43,safe
7306,Maharashtra,Kolhapur,Kolhapur,16.627115,74.282782,Temple Street 168,Main Road,Afternoon,Sunday,0.041,0.885,0.835,3,307,1,7181,81.56,safe
7307,Maharashtra,Kolhapur,Kolhapur,16.612554,74.280534,Industrial Area 632,Alley,Night,Saturday,0.377,0.0,0.0,0,1991,1,3128,0.0,not safe
7308,Maharashtra,Kolhapur,Kolhapur,16.79747,74.342027,Bus Stand 807,Alley,Morning,Wednesday,0.163,0.256,0.101,0,1765,0,5064,31.7,not safe
7309,Maharashtra,Kolhapur,Kolhapur,16.776525,74.183137,Shivaji Path 884,Market Street,Morning,Sunday,0.143,0.864,0.801,6,461,0,6053,86.02,safe
7310,Maharashtra,Kolhapur,Kolhapur,16.710722,74.322334,Gandhi Chowk 171,Alley,Afternoon,Saturday,0.069,0.383,0.537,1,1921,0,4397,45.14,medium
7311,Maharashtra,Kolhapur,Kolhapur,16.714976,74.290835,Temple Street 477,College Area,Afternoon,Thursday,0.109,0.677,0.656,6,768,1,6576,71.94,safe
7312,Maharashtra,Kolhapur,Kolhapur,16.692422,74.318239,Industrial Area 11,Residential,Afternoon,Tuesday,0.238,0.769,0.523,0,508,1,4191,56.01,medium
7313,Maharashtra,Kolhapur,Kolhapur,16.740883,74.324404,MG Road 589,Residential,Morning,Thursday,0.161,0.601,0.213,2,416,0,6128,58.37,medium
7314,Maharashtra,Kolhapur,Kolhapur,16.723947,74.27038,Temple Street 863,Alley,Night,Monday,0.207,0.225,0.0,0,1317,1,4519,9.83,not safe
7315,Maharashtra,Kolhapur,Kolhapur,16.74974,74.286612,Temple Street 309,Main Road,Night,Friday,0.027,0.501,0.237,3,693,2,7390,40.49,medium
7316,Maharashtra,Kolhapur,Kolhapur,16.715227,74.19149,Bus Stand 256,College Area,Evening,Wednesday,0.0,0.668,0.952,2,504,0,3347,76.22,safe
7317,Maharashtra,Kolhapur,Kolhapur,16.720436,74.217362,Market Road 675,Residential,Evening,Tuesday,0.254,0.799,0.446,4,1273,1,3562,51.91,medium
7318,Maharashtra,Kolhapur,Kolhapur,16.80397,74.210919,Shivaji Path 128,Alley,Night,Friday,0.209,0.237,0.0,3,2354,1,6359,11.16,not safe
7319,Maharashtra,Kolhapur,Kolhapur,16.620455,74.195335,Park Lane 742,College Area,Morning,Saturday,0.077,0.86,0.606,2,542,0,4958,78.6,safe
7320,Maharashtra,Kolhapur,Kolhapur,16.770018,74.289111,IT Park 454,Highway,Evening,Friday,0.0,0.87,0.567,8,887,0,6866,83.66,safe
7321,Maharashtra,Kolhapur,Kolhapur,16.757352,74.31108,Shivaji Path 637,Main Road,Evening,Tuesday,0.105,0.682,1.0,4,872,0,6218,76.54,safe
7322,Maharashtra,Kolhapur,Kolhapur,16.746387,74.232505,Commercial Complex 602,Residential,Evening,Wednesday,0.168,0.702,0.864,2,451,2,3911,56.53,medium
7323,Maharashtra,Kolhapur,Kolhapur,16.663886,74.180564,Nehru Road 758,College Area,Afternoon,Sunday,0.152,0.824,0.724,2,590,1,2556,70.57,safe
7324,Maharashtra,Kolhapur,Kolhapur,16.689375,74.282053,Housing Society 179,Market Street,Night,Friday,0.241,0.546,0.415,5,238,2,6740,42.03,medium
7325,Maharashtra,Kolhapur,Kolhapur,16.74564,74.254749,Shivaji Path 343,Alley,Afternoon,Tuesday,0.182,0.528,0.378,1,2353,1,5994,36.8,not safe
7326,Maharashtra,Kolhapur,Kolhapur,16.79957,74.266376,Hospital Road 101,Main Road,Afternoon,Monday,0.131,1.0,0.755,7,632,0,4515,89.51,safe
7327,Maharashtra,Kolhapur,Kolhapur,16.649176,74.234805,Bus Stand 239,Highway,Evening,Tuesday,0.022,0.939,0.671,6,1213,0,5620,82.17,safe
7328,Maharashtra,Kolhapur,Kolhapur,16.754023,74.224098,Nehru Road 52,Main Road,Afternoon,Thursday,0.129,1.0,0.687,7,407,0,3674,89.34,safe
7329,Maharashtra,Kolhapur,Kolhapur,16.744984,74.283308,Temple Street 104,Main Road,Afternoon,Wednesday,0.095,0.975,0.816,5,468,0,4521,89.0,safe
7330,Maharashtra,Kolhapur,Kolhapur,16.787042,74.155378,Bus Stand 956,Highway,Morning,Saturday,0.0,0.907,0.437,7,800,0,6227,87.91,safe
7331,Maharashtra,Kolhapur,Kolhapur,16.613693,74.162956,School Street 384,Main Road,Night,Tuesday,0.182,0.738,0.523,7,333,0,5990,65.28,medium
7332,Maharashtra,Kolhapur,Kolhapur,16.759595,74.323049,Station Road 248,Main Road,Evening,Monday,0.0,0.91,1.0,7,770,0,6798,90.4,safe
7333,Maharashtra,Kolhapur,Kolhapur,16.775957,74.300354,Industrial Area 938,Residential,Night,Monday,0.178,0.26,0.37,0,1020,1,6737,26.46,not safe
7334,Maharashtra,Kolhapur,Kolhapur,16.611344,74.214178,Park Lane 255,Main Road,Evening,Monday,0.055,0.764,0.763,4,251,2,6366,68.46,medium
7335,Maharashtra,Kolhapur,Kolhapur,16.652893,74.308739,MG Road 500,College Area,Morning,Wednesday,0.253,0.872,0.475,3,448,0,5591,72.97,safe
7336,Maharashtra,Kolhapur,Kolhapur,16.678951,74.336173,Housing Society 333,Market Street,Night,Monday,0.24,0.53,0.205,3,572,0,5080,42.79,medium
7337,Maharashtra,Kolhapur,Kolhapur,16.646947,74.29826,Market Road 650,College Area,Morning,Wednesday,0.023,0.704,0.595,3,304,0,4780,78.79,safe
7338,Maharashtra,Kolhapur,Kolhapur,16.652154,74.288678,Park Lane 156,College Area,Evening,Wednesday,0.194,0.819,0.688,2,369,1,4828,64.57,medium
7339,Maharashtra,Kolhapur,Kolhapur,16.741619,74.228169,Commercial Complex 313,Residential,Morning,Friday,0.13,0.661,0.603,0,1224,2,6797,51.57,medium
7340,Maharashtra,Kolhapur,Kolhapur,16.698847,74.335089,Gandhi Chowk 381,Highway,Morning,Tuesday,0.096,0.955,0.416,7,1064,0,6530,84.5,safe
7341,Maharashtra,Kolhapur,Kolhapur,16.69656,74.247667,Industrial Area 239,Market Street,Morning,Thursday,0.214,0.804,0.584,6,200,1,3976,74.36,safe
7342,Maharashtra,Kolhapur,Kolhapur,16.751451,74.19389,Hospital Road 78,Market Street,Morning,Sunday,0.252,0.628,0.728,4,213,0,6914,73.64,safe
7343,Maharashtra,Kolhapur,Kolhapur,16.677932,74.341364,Shivaji Path 843,College Area,Evening,Monday,0.207,0.625,0.87,2,680,0,3840,66.42,medium
7344,Maharashtra,Kolhapur,Kolhapur,16.687553,74.260776,Housing Society 733,College Area,Afternoon,Saturday,0.067,0.831,0.879,5,769,0,3934,85.0,safe
7345,Maharashtra,Kolhapur,Kolhapur,16.79124,74.204849,Temple Street 626,Highway,Morning,Friday,0.276,1.0,0.205,4,553,1,6739,69.06,medium
7346,Maharashtra,Kolhapur,Kolhapur,16.787085,74.266176,Bus Stand 113,Highway,Night,Sunday,0.075,0.71,0.254,6,1331,1,3052,52.92,medium
7347,Maharashtra,Kolhapur,Kolhapur,16.712691,74.200059,Industrial Area 367,Alley,Morning,Thursday,0.217,0.437,0.527,3,1219,0,3592,50.36,medium
7348,Maharashtra,Kolhapur,Kolhapur,16.785239,74.280111,IT Park 817,Main Road,Afternoon,Friday,0.132,1.0,0.748,5,784,0,7242,85.58,safe
7349,Maharashtra,Kolhapur,Kolhapur,16.733049,74.168811,Park Lane 285,Alley,Afternoon,Monday,0.283,0.586,0.438,0,2377,2,5307,29.92,not safe
7350,Maharashtra,Kolhapur,Kolhapur,16.633333,74.324322,IT Park 124,College Area,Night,Tuesday,0.209,0.445,0.317,4,346,3,3055,32.47,not safe
7351,Maharashtra,Kolhapur,Kolhapur,16.674438,74.170842,College Road 688,College Area,Evening,Saturday,0.098,0.915,0.974,5,370,1,2748,80.06,safe
7352,Maharashtra,Kolhapur,Kolhapur,16.63032,74.290942,IT Park 244,Highway,Afternoon,Monday,0.049,0.942,0.77,7,981,1,6121,86.08,safe
7353,Maharashtra,Kolhapur,Kolhapur,16.636453,74.293033,MG Road 470,Alley,Morning,Wednesday,0.298,0.372,0.269,2,1259,0,3669,39.45,not safe
7354,Maharashtra,Kolhapur,Kolhapur,16.77641,74.317424,Station Road 297,Main Road,Morning,Wednesday,0.185,0.986,0.71,5,498,3,6940,71.31,safe
7355,Maharashtra,Kolhapur,Kolhapur,16.731385,74.34253,School Street 676,Alley,Evening,Saturday,0.537,0.387,0.146,0,1491,2,4179,9.03,not safe
7356,Maharashtra,Kolhapur,Kolhapur,16.620705,74.290398,IT Park 610,Alley,Night,Monday,0.129,0.226,0.0,0,2122,1,3070,8.78,not safe
7357,Maharashtra,Kolhapur,Kolhapur,16.795408,74.217812,Temple Street 195,College Area,Afternoon,Saturday,0.181,0.843,0.947,5,589,1,6251,79.14,safe
7358,Maharashtra,Kolhapur,Kolhapur,16.671465,74.173716,IT Park 25,Market Street,Morning,Saturday,0.079,0.973,0.769,5,564,0,4040,88.01,safe
7359,Maharashtra,Kolhapur,Kolhapur,16.665979,74.323307,Station Road 112,Residential,Morning,Wednesday,0.083,0.679,0.301,0,741,1,4365,54.8,medium
7360,Maharashtra,Kolhapur,Kolhapur,16.785613,74.275742,IT Park 751,Residential,Morning,Saturday,0.195,0.716,0.504,2,1105,1,6959,57.6,medium
7361,Maharashtra,Kolhapur,Kolhapur,16.756284,74.212983,Nehru Road 615,Main Road,Night,Sunday,0.087,0.473,0.393,3,375,0,3040,52.7,medium
7362,Maharashtra,Kolhapur,Kolhapur,16.703227,74.205602,Hospital Road 538,Market Street,Morning,Friday,0.05,0.717,0.798,6,473,0,2613,85.02,safe
7363,Maharashtra,Kolhapur,Kolhapur,16.661329,74.331503,Nehru Road 40,Highway,Night,Saturday,0.11,0.547,0.203,4,1980,0,2749,45.54,medium
7364,Maharashtra,Kolhapur,Kolhapur,16.760974,74.230096,Main Street 396,Main Road,Morning,Thursday,0.152,0.824,0.87,4,569,0,6422,84.59,safe
7365,Maharashtra,Kolhapur,Kolhapur,16.758251,74.220688,Hospital Road 485,College Area,Evening,Monday,0.0,0.499,1.0,3,458,0,2813,74.68,safe
7366,Maharashtra,Kolhapur,Kolhapur,16.799094,74.304732,Hospital Road 837,College Area,Evening,Thursday,0.048,0.669,1.0,2,699,1,5085,69.79,medium
7367,Maharashtra,Kolhapur,Kolhapur,16.662402,74.213507,Station Road 359,College Area,Morning,Saturday,0.143,0.955,0.585,4,768,1,3257,75.44,safe
7368,Maharashtra,Kolhapur,Kolhapur,16.752456,74.282239,Commercial Complex 343,Alley,Afternoon,Thursday,0.196,0.477,0.473,1,1935,1,3151,37.33,not safe
7369,Maharashtra,Kolhapur,Kolhapur,16.614485,74.161003,Bus Stand 181,Market Street,Morning,Monday,0.0,0.888,0.748,2,183,0,5318,85.24,safe
7370,Maharashtra,Kolhapur,Kolhapur,16.744818,74.176021,Bus Stand 973,Main Road,Night,Tuesday,0.23,0.446,0.299,3,406,1,7121,40.7,medium
7371,Maharashtra,Kolhapur,Kolhapur,16.652466,74.232964,MG Road 742,College Area,Morning,Saturday,0.233,0.717,0.599,3,751,1,3993,65.66,medium
7372,Maharashtra,Kolhapur,Kolhapur,16.643315,74.156872,Temple Street 459,Main Road,Afternoon,Thursday,0.076,0.861,0.792,6,322,0,4860,88.48,safe
7373,Maharashtra,Kolhapur,Kolhapur,16.749065,74.16735,Nehru Road 361,Alley,Evening,Monday,0.127,0.171,0.387,1,1732,0,4725,31.05,not safe
7374,Maharashtra,Kolhapur,Kolhapur,16.792607,74.293553,Railway Station Road 529,Main Road,Morning,Friday,0.103,0.929,0.401,5,695,0,7183,80.18,safe
7375,Maharashtra,Kolhapur,Kolhapur,16.712209,74.15469,Shivaji Path 51,Alley,Night,Friday,0.417,0.242,0.0,0,1449,4,5785,0.0,not safe
7376,Maharashtra,Kolhapur,Kolhapur,16.756601,74.282867,Housing Society 106,College Area,Evening,Wednesday,0.0,0.654,0.707,5,688,0,7288,74.55,safe
7377,Maharashtra,Kolhapur,Kolhapur,16.800451,74.166864,Temple Street 623,Market Street,Afternoon,Thursday,0.291,0.768,1.0,3,466,0,3601,76.64,safe
7378,Maharashtra,Kolhapur,Kolhapur,16.656679,74.193166,Railway Station Road 914,Residential,Evening,Thursday,0.307,0.419,0.571,0,1089,0,7176,43.24,medium
7379,Maharashtra,Kolhapur,Kolhapur,16.752355,74.209237,Bus Stand 270,Market Street,Morning,Thursday,0.125,0.974,0.683,4,415,1,5103,79.18,safe
7380,Maharashtra,Kolhapur,Kolhapur,16.792725,74.170802,Commercial Complex 540,Market Street,Night,Thursday,0.338,0.503,0.504,6,293,0,4224,51.05,medium
7381,Maharashtra,Kolhapur,Kolhapur,16.668749,74.263823,Housing Society 71,Market Street,Evening,Sunday,0.065,0.661,1.0,4,544,1,4352,71.86,safe
7382,Maharashtra,Kolhapur,Kolhapur,16.763527,74.311276,Bus Stand 915,Residential,Morning,Thursday,0.384,0.718,0.276,0,540,0,4190,52.25,medium
7383,Maharashtra,Kolhapur,Kolhapur,16.673916,74.329561,Temple Street 363,Alley,Morning,Wednesday,0.258,0.542,0.441,1,1356,2,3964,36.35,not safe
7384,Maharashtra,Kolhapur,Kolhapur,16.658266,74.252127,Housing Society 841,Alley,Afternoon,Wednesday,0.029,0.488,0.425,0,2331,0,6882,44.83,medium
7385,Maharashtra,Kolhapur,Kolhapur,16.745911,74.341286,Shivaji Path 949,Residential,Morning,Saturday,0.083,0.607,0.185,2,1056,1,6364,52.11,medium
7386,Maharashtra,Kolhapur,Kolhapur,16.756047,74.152031,Railway Station Road 215,Market Street,Afternoon,Monday,0.234,0.877,0.929,2,571,1,7447,72.63,safe
7387,Maharashtra,Kolhapur,Kolhapur,16.662639,74.149075,Station Road 138,Highway,Evening,Thursday,0.097,0.885,0.948,6,549,0,7313,87.43,safe
7388,Maharashtra,Kolhapur,Kolhapur,16.673032,74.237169,Industrial Area 777,Main Road,Afternoon,Sunday,0.067,1.0,0.835,6,762,0,3610,90.88,safe
7389,Maharashtra,Kolhapur,Kolhapur,16.660867,74.301607,Bus Stand 721,Alley,Night,Sunday,0.098,0.091,0.0,3,996,0,6760,20.86,not safe
7390,Maharashtra,Kolhapur,Kolhapur,16.669838,74.255238,Shivaji Path 19,College Area,Afternoon,Monday,0.18,0.924,1.0,2,391,2,4694,73.75,safe
7391,Maharashtra,Kolhapur,Kolhapur,16.755029,74.160035,Commercial Complex 508,College Area,Night,Monday,0.237,0.769,0.178,3,703,0,2860,48.66,medium
7392,Maharashtra,Kolhapur,Kolhapur,16.660027,74.315885,Gandhi Chowk 860,Alley,Morning,Wednesday,0.209,0.216,0.195,1,2066,1,3855,26.53,not safe
7393,Maharashtra,Kolhapur,Kolhapur,16.732463,74.22144,Temple Street 561,Alley,Afternoon,Monday,0.393,0.413,0.232,1,2382,1,6444,24.67,not safe
7394,Maharashtra,Kolhapur,Kolhapur,16.668312,74.173705,Main Street 148,Highway,Morning,Tuesday,0.13,0.975,0.537,8,1534,0,5721,85.55,safe
7395,Maharashtra,Kolhapur,Kolhapur,16.640457,74.26679,Housing Society 979,Highway,Evening,Wednesday,0.055,0.88,0.836,6,1086,0,5631,83.64,safe
7396,Maharashtra,Kolhapur,Kolhapur,16.799896,74.294079,MG Road 674,Residential,Evening,Wednesday,0.083,0.45,0.498,0,818,0,6863,50.63,medium
7397,Maharashtra,Kolhapur,Kolhapur,16.707979,74.220512,Station Road 520,College Area,Morning,Saturday,0.055,0.819,0.908,2,348,1,3498,80.25,safe
7398,Maharashtra,Kolhapur,Kolhapur,16.717913,74.240195,School Street 864,Main Road,Night,Thursday,0.13,0.694,0.266,4,586,0,3901,54.84,medium
7399,Maharashtra,Kolhapur,Kolhapur,16.625338,74.227074,Railway Station Road 243,Market Street,Night,Tuesday,0.092,0.568,0.342,2,245,2,4425,41.05,medium
7400,Maharashtra,Kolhapur,Kolhapur,16.668287,74.210604,Temple Street 387,Residential,Night,Tuesday,0.308,0.198,0.009,1,1284,0,7270,18.97,not safe
7401,Maharashtra,Kolhapur,Kolhapur,16.793473,74.276996,MG Road 208,Highway,Afternoon,Friday,0.189,0.991,0.728,8,1882,2,6840,74.25,safe
7402,Maharashtra,Kolhapur,Kolhapur,16.708574,74.244313,Shivaji Path 791,College Area,Morning,Monday,0.196,0.806,0.678,3,438,0,6029,77.14,safe
7403,Maharashtra,Kolhapur,Kolhapur,16.669731,74.207015,MG Road 595,Residential,Evening,Tuesday,0.253,0.503,0.794,4,1453,0,7427,55.6,medium
7404,Maharashtra,Kolhapur,Kolhapur,16.694665,74.304218,Industrial Area 162,Market Street,Evening,Friday,0.175,0.7,1.0,2,573,0,3301,71.39,safe
7405,Maharashtra,Kolhapur,Kolhapur,16.769196,74.202899,Shivaji Path 19,Alley,Evening,Monday,0.119,0.186,0.497,0,1122,0,6463,35.41,not safe
7406,Maharashtra,Kolhapur,Kolhapur,16.613605,74.294884,Railway Station Road 582,Market Street,Night,Wednesday,0.079,0.579,0.553,2,404,0,3602,55.15,medium
7407,Maharashtra,Kolhapur,Kolhapur,16.697708,74.23652,Market Road 424,Alley,Afternoon,Friday,0.264,0.404,0.668,1,1087,1,5350,41.6,medium
7408,Maharashtra,Kolhapur,Kolhapur,16.634806,74.148481,Bus Stand 710,Main Road,Evening,Monday,0.0,0.912,1.0,4,357,0,5779,88.02,safe
7409,Maharashtra,Kolhapur,Kolhapur,16.795323,74.33899,Hospital Road 621,Alley,Afternoon,Tuesday,0.245,0.565,0.309,0,1523,3,2679,25.34,not safe
7410,Maharashtra,Kolhapur,Kolhapur,16.686491,74.169265,Industrial Area 159,Alley,Evening,Saturday,0.22,0.141,0.675,1,1720,0,7468,33.32,not safe
7411,Maharashtra,Kolhapur,Kolhapur,16.792792,74.236363,Commercial Complex 58,Residential,Afternoon,Tuesday,0.13,0.729,0.615,0,1116,0,7259,62.05,medium
7412,Maharashtra,Kolhapur,Kolhapur,16.770873,74.326008,Shivaji Path 39,Main Road,Afternoon,Wednesday,0.089,0.988,0.64,5,491,0,5152,85.88,safe
7413,Maharashtra,Kolhapur,Kolhapur,16.649875,74.251823,Station Road 382,Alley,Night,Thursday,0.347,0.0,0.0,0,1244,3,6576,0.0,not safe
7414,Maharashtra,Kolhapur,Kolhapur,16.763622,74.170283,Main Street 189,Highway,Morning,Saturday,0.091,0.909,0.466,5,928,0,5116,82.17,safe
7415,Maharashtra,Kolhapur,Kolhapur,16.685233,74.189435,Housing Society 532,Market Street,Morning,Sunday,0.38,0.818,1.0,4,214,0,5274,79.98,safe
7416,Maharashtra,Kolhapur,Kolhapur,16.630589,74.171818,Market Road 105,Market Street,Afternoon,Sunday,0.166,0.773,0.865,2,258,1,7360,72.35,safe
7417,Maharashtra,Kolhapur,Kolhapur,16.680839,74.3071,Hospital Road 904,Residential,Evening,Monday,0.115,0.589,0.937,1,836,0,4149,63.33,medium
7418,Maharashtra,Kolhapur,Kolhapur,16.613934,74.327807,IT Park 413,Alley,Morning,Saturday,0.198,0.55,0.192,0,855,0,6258,44.38,medium
7419,Maharashtra,Kolhapur,Kolhapur,16.769598,74.179366,School Street 821,Residential,Afternoon,Tuesday,0.151,0.527,0.227,4,560,2,6848,47.38,medium
7420,Maharashtra,Kolhapur,Kolhapur,16.693735,74.188334,Park Lane 500,Market Street,Evening,Sunday,0.301,0.68,1.0,6,258,2,2758,64.68,medium
7421,Maharashtra,Kolhapur,Kolhapur,16.716231,74.295819,Market Road 498,College Area,Morning,Friday,0.0,0.859,0.799,3,557,0,4608,86.17,safe
7422,Maharashtra,Kolhapur,Kolhapur,16.71976,74.315917,School Street 391,Main Road,Night,Monday,0.0,0.726,0.17,4,345,0,7329,58.83,medium
7423,Maharashtra,Kolhapur,Kolhapur,16.667249,74.299408,Industrial Area 144,Alley,Night,Friday,0.466,0.114,0.207,0,1371,2,2502,0.0,not safe
7424,Maharashtra,Kolhapur,Kolhapur,16.627826,74.292401,Industrial Area 850,Market Street,Evening,Wednesday,0.354,0.761,0.909,6,453,1,7385,67.32,medium
7425,Maharashtra,Kolhapur,Kolhapur,16.747952,74.201017,Temple Street 160,Residential,Afternoon,Tuesday,0.035,0.649,0.972,2,1119,0,6839,73.02,safe
7426,Maharashtra,Kolhapur,Kolhapur,16.662159,74.237429,Market Road 711,Market Street,Afternoon,Wednesday,0.178,1.0,0.941,6,558,0,4996,88.69,safe
7427,Maharashtra,Kolhapur,Kolhapur,16.693069,74.209254,School Street 558,Alley,Afternoon,Saturday,0.328,0.343,0.429,0,1800,1,5511,28.31,not safe
7428,Maharashtra,Kolhapur,Kolhapur,16.794892,74.176451,College Road 251,Alley,Afternoon,Thursday,0.187,0.467,0.22,3,1728,2,4698,31.32,not safe
7429,Maharashtra,Kolhapur,Kolhapur,16.626248,74.260357,College Road 308,Highway,Morning,Tuesday,0.24,1.0,0.465,6,1365,0,3778,79.27,safe
7430,Maharashtra,Kolhapur,Kolhapur,16.790079,74.328749,College Road 858,Residential,Morning,Saturday,0.196,0.793,0.566,0,549,1,5224,60.52,medium
7431,Maharashtra,Kolhapur,Kolhapur,16.655851,74.184652,Park Lane 390,College Area,Night,Saturday,0.329,0.469,0.499,6,653,1,6384,44.57,medium
7432,Maharashtra,Kolhapur,Kolhapur,16.637205,74.155727,Main Street 943,Highway,Morning,Friday,0.305,0.885,0.696,5,641,0,4179,81.19,safe
7433,Maharashtra,Kolhapur,Kolhapur,16.787535,74.339304,Shivaji Path 686,Market Street,Night,Monday,0.246,0.442,0.479,4,280,0,5329,48.85,medium
7434,Maharashtra,Kolhapur,Kolhapur,16.645061,74.161276,Commercial Complex 88,Residential,Evening,Thursday,0.137,0.73,0.531,2,559,0,4772,60.97,medium
7435,Maharashtra,Kolhapur,Kolhapur,16.733933,74.272341,College Road 895,Market Street,Morning,Sunday,0.007,0.824,0.629,4,255,0,3933,83.69,safe
7436,Maharashtra,Kolhapur,Kolhapur,16.682386,74.334164,Main Street 835,Market Street,Afternoon,Saturday,0.0,0.627,1.0,2,234,1,4540,76.5,safe
7437,Maharashtra,Kolhapur,Kolhapur,16.703141,74.314781,Industrial Area 868,Alley,Afternoon,Wednesday,0.208,0.512,0.494,1,1943,1,4115,38.22,not safe
7438,Maharashtra,Kolhapur,Kolhapur,16.622553,74.334304,Bus Stand 420,Market Street,Afternoon,Wednesday,0.172,0.847,0.823,2,511,0,2879,76.92,safe
7439,Maharashtra,Kolhapur,Kolhapur,16.676429,74.224424,College Road 993,Residential,Afternoon,Wednesday,0.0,0.541,0.201,1,491,0,7181,57.59,medium
7440,Maharashtra,Kolhapur,Kolhapur,16.626073,74.311107,College Road 288,Residential,Afternoon,Sunday,0.042,0.806,0.568,1,1130,0,4436,67.1,medium
7441,Maharashtra,Kolhapur,Kolhapur,16.754276,74.189765,College Road 529,Residential,Morning,Sunday,0.242,0.769,0.539,0,546,3,5568,48.02,medium
7442,Maharashtra,Kolhapur,Kolhapur,16.617694,74.203503,School Street 649,Residential,Evening,Monday,0.0,0.516,0.741,4,918,0,6783,65.13,medium
7443,Maharashtra,Kolhapur,Kolhapur,16.731572,74.207431,Industrial Area 944,Residential,Afternoon,Tuesday,0.297,0.749,0.629,1,1214,0,2602,58.83,medium
7444,Maharashtra,Kolhapur,Kolhapur,16.641481,74.143371,Industrial Area 652,Residential,Night,Sunday,0.081,0.282,0.066,3,476,1,3793,31.06,not safe
7445,Maharashtra,Kolhapur,Kolhapur,16.686546,74.254469,MG Road 318,Highway,Night,Monday,0.0,0.654,0.231,6,755,0,6172,61.19,medium
7446,Maharashtra,Kolhapur,Kolhapur,16.672674,74.250304,Hospital Road 370,Alley,Morning,Friday,0.229,0.49,0.438,2,2480,1,5581,39.14,not safe
7447,Maharashtra,Kolhapur,Kolhapur,16.711709,74.298721,Market Road 812,Residential,Night,Thursday,0.229,0.399,0.127,0,567,0,4221,30.81,not safe
7448,Maharashtra,Kolhapur,Kolhapur,16.720031,74.246196,Main Street 304,College Area,Night,Friday,0.007,0.716,0.049,6,757,0,3414,55.88,medium
7449,Maharashtra,Kolhapur,Kolhapur,16.793731,74.163184,Nehru Road 71,Residential,Afternoon,Monday,0.069,0.747,0.408,3,796,0,3007,66.28,medium
7450,Maharashtra,Kolhapur,Kolhapur,16.79272,74.302218,Market Road 829,Highway,Night,Wednesday,0.228,0.727,0.055,5,804,0,6938,50.91,medium
7451,Maharashtra,Kolhapur,Kolhapur,16.712768,74.148084,Industrial Area 486,Main Road,Afternoon,Thursday,0.171,0.954,0.725,7,261,0,3561,88.41,safe
7452,Maharashtra,Kolhapur,Kolhapur,16.718928,74.247814,Industrial Area 678,Alley,Evening,Sunday,0.135,0.181,0.366,2,1946,2,6516,21.07,not safe
7453,Maharashtra,Kolhapur,Kolhapur,16.72367,74.175643,Station Road 466,College Area,Evening,Monday,0.055,0.874,1.0,2,546,0,3303,80.47,safe
7454,Maharashtra,Kolhapur,Kolhapur,16.661555,74.185949,Shivaji Path 220,Alley,Evening,Wednesday,0.065,0.456,0.433,2,1742,0,5733,42.4,medium
7455,Maharashtra,Kolhapur,Kolhapur,16.673008,74.253518,Hospital Road 461,Residential,Afternoon,Tuesday,0.005,0.712,0.491,4,1428,0,6015,67.33,medium
7456,Maharashtra,Kolhapur,Kolhapur,16.632955,74.265245,Main Street 726,Main Road,Night,Saturday,0.0,0.451,0.448,6,478,1,7138,54.84,medium
7457,Maharashtra,Kolhapur,Kolhapur,16.628101,74.328112,Temple Street 92,Main Road,Night,Wednesday,0.024,0.309,0.266,6,662,2,6179,41.02,medium
7458,Maharashtra,Kolhapur,Kolhapur,16.651644,74.272001,College Road 5,Alley,Morning,Tuesday,0.229,0.388,0.382,2,1545,0,3902,42.74,medium
7459,Maharashtra,Kolhapur,Kolhapur,16.763148,74.18949,Gandhi Chowk 437,Alley,Evening,Tuesday,0.263,0.409,0.762,2,1215,1,2817,39.5,not safe
7460,Maharashtra,Kolhapur,Kolhapur,16.64331,74.28696,College Road 720,College Area,Morning,Wednesday,0.006,0.789,0.921,4,382,1,3234,84.06,safe
7461,Maharashtra,Kolhapur,Kolhapur,16.646062,74.179484,Bus Stand 948,Alley,Afternoon,Monday,0.157,0.482,0.192,0,2097,0,7266,36.18,not safe
7462,Maharashtra,Kolhapur,Kolhapur,16.75248,74.332607,Station Road 84,Residential,Night,Saturday,0.226,0.521,0.191,1,1011,0,7289,34.51,not safe
7463,Maharashtra,Kolhapur,Kolhapur,16.788635,74.316703,Industrial Area 303,Alley,Morning,Tuesday,0.094,0.516,0.468,0,1919,1,2694,41.84,medium
7464,Maharashtra,Kolhapur,Kolhapur,16.721395,74.187071,Industrial Area 232,Alley,Morning,Thursday,0.077,0.415,0.293,3,2014,0,4264,45.42,medium
7465,Maharashtra,Kolhapur,Kolhapur,16.743473,74.205779,Temple Street 22,Residential,Evening,Thursday,0.099,0.421,0.669,1,1323,1,7136,46.82,medium
7466,Maharashtra,Kolhapur,Kolhapur,16.722476,74.321564,Temple Street 974,Market Street,Night,Thursday,0.177,0.192,0.417,5,311,1,6775,39.77,not safe
